A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
74.42625443,53.13267827,84.9180683,77.47172691,82.94005547,42.01830536,13.94237439,11.56137189,11.39342624,21.70372933,17.28125245,15.48967265,10.02371913,1,0,1,0,1,1,0
96.34280336,83.13495355,88.37875047,68.90789042,71.48967404,35.18303626,13.78716923,16.26771235,20.63350602,8.112102405,16.96555877,24.59987077,12.07296707,0,1,0,1,0,0,1
71.60196346,67.98443374,83.8719365,80.27762393,86.33976102,38.16210504,1.664338371,16.18839019,11.50930505,23.71965056,19.50746879,12.79577677,18.87956028,0,1,1,0,1,0,1
87.8175464,61.14783652,81.32822342,69.10115155,65.81399992,35.1684493,6.10137876,12.77337586,16.52405546,10.66470335,9.754333979,19.22280825,12.29034566,1,0,1,1,0,1,1
82.6461701,83.77181543,84.04006885,79.25972658,94.17261474,36.05742775,25.81863904,14.49796684,18.53117671,10.91678258,9.220884744,24.27495621,14.73889871,1,1,1,0,0,1,1
86.20812572,83.59368145,81.04761659,77.02163879,74.60579536,44.25762715,17.85250835,24.02223279,12.82007195,25,22.03947217,13.77605812,22.40633047,1,0,0,1,0,0,1
71.72044399,71.00198577,78.76266309,67.9593486,81.4189589,25.91887343,10.88474434,16.98256447,14.80144562,17.95682762,13.62595599,19.74148906,15.77610919,0,0,1,1,0,0,0
87.21876264,82.54639232,91.48436061,80.95695047,81.34260536,49.73321825,19.81554364,17.7827968,20.10940939,25,17.40808003,13.0697035,20.38073933,0,0,1,1,0,0,0
86.46297938,87.56439788,90.80386256,91.26559133,73.61611334,37.3011578,19.46952258,10.51947784,12.27997364,11.3374899,18.18838218,11.00188327,14.24260204,1,0,0,0,0,0,0
87.55670442,71.14568747,90.99234708,85.40919157,71.15673521,34.36979417,16.62993231,11.46386987,22.84186664,21.23728451,25,11.79271613,15.16486625,0,1,1,1,1,0,1
82.68350619,85.19944854,74.48070224,81.6482907,78.98409851,32.23095326,9.812050771,24.29499792,14.46681251,18.65394051,25,25,18.65501872,1,0,0,0,1,1,0
79.72892663,91.94137453,90.60689146,81.45074819,92.70479561,42.73365071,13.47546342,18.37819575,17.19768741,17.99962577,22.51512009,19.43278725,16.60364796,1,1,1,1,1,1,1
73.97929767,55.27859844,82.03024802,80.55036811,74.36086489,30.75115786,22.8976039,17.58746353,14.50414251,24.12725329,23.77859041,13.05274628,9.977767847,1,0,1,1,1,1,0
94.60608806,75.37510678,89.53016721,70.70887139,79.18021675,36.77547017,5.214040082,16.8918318,15.91879375,20.59733834,25,22.17687841,11.24544312,1,0,1,0,1,0,1
88.76367485,89.29331787,95.46287179,88.06078531,87.03900663,28.2504725,15.23528974,16.82652561,12.83869789,25,15.71868191,21.20947397,19.56422603,0,1,1,0,1,0,0
92.66348325,65.4480753,82.86456321,77.69574739,78.35196521,26.76754345,23.75958381,8.224423182,10.12845714,18.45190639,15.39507839,16.20436655,23.90035429,1,0,1,0,1,0,1
61.5107239,86.83590405,85.88168444,79.05422495,85.11652203,28.52105818,22.29874518,24.19623207,12.27190606,13.12424551,25,20.07800115,7.109735916,0,0,1,1,1,0,0
79.30508443,84.56656461,82.79516578,71.38919807,72.50434472,36.27935834,11.83511404,20.16162009,12.02909926,18.40208764,16.04391587,13.92036989,16.03832664,0,0,1,1,0,0,0
81.87289648,73.55674053,82.85644044,84.5559398,85.46014796,28.57051937,14.30784149,17.70958667,13.98276892,2.967969238,22.67875126,13.88290839,25,0,1,1,0,0,1,0
94.07033625,74.00881473,82.63052679,65.1337084,85.12665022,23.45287012,30,18.7151477,21.14261561,20.30622389,17.412104,19.46362092,12.26346154,0,1,1,1,1,1,1
87.07820623,64.40063687,74.43337485,67.68655722,77.00814166,21.96952593,1.235851534,10.72469263,20.28954462,15.87296278,14.96129211,23.23179875,19.8845808,1,0,1,1,0,1,0
79.90711508,86.13844909,78.83170478,79.78611071,81.64303561,50,14.39497738,8.799840536,25,24.89398637,18.38528753,20.83292024,18.25185686,1,0,1,0,1,1,1
96.01199304,76.04603653,87.29519909,70.3634924,67.62635392,28.21576697,13.19269734,6.256025588,19.84224439,12.22868454,20.63485843,16.17720237,20.17329128,1,1,1,0,0,1,0
78.46658883,87.81531585,97.15444703,72.69116887,73.07598346,31.17695954,0.009492945,18.79410171,13.97077113,0.408960444,25,22.78140351,22.02892006,0,0,1,1,0,1,0
75.73744595,88.18862901,96.29031641,74.86153263,84.99247889,50,2.987895386,15.99963255,10.94469609,23.77308219,16.62513767,22.74347142,22.34099286,0,0,0,1,1,0,0
100,76.38736084,97.44337405,73.60187541,70.10984842,36.79301471,9.630981164,11.34412056,16.77626776,18.68099046,25,20.62173808,20.23694473,0,1,1,1,0,1,1
81.73326048,74.52023326,78.9353509,71.06008011,79.87269138,30.88307982,30,14.35500625,16.44337815,22.78717793,12.63075791,17.39569565,15.35031347,1,1,1,1,1,0,1
66.40999996,53.9788942,76.0412431,76.35908616,77.85111402,23.88507964,22.78386996,18.69711122,14.16611814,23.64604714,25,10.85849667,13.87869134,1,0,0,0,1,0,0
92.14849469,91.82863963,99.42724993,87.88934518,78.36817705,6.178196646,21.4257852,13.64614434,9.301522894,25,3.25645536,15.4098577,18.88921188,1,0,1,1,1,1,1
81.60439098,68.10170266,85.97969544,80.03237449,76.35048232,40.18001095,18.28122509,13.0538374,15.38631446,22.55704422,12.38713639,23.42576646,14.62808253,0,0,0,0,1,0,0
78.09691731,73.23780406,82.23200367,77.56035832,91.37850234,29.30362455,25.67049534,13.69257181,15.7760186,19.0014307,20.58276933,19.15876877,18.29485362,0,0,1,1,1,1,1
85.52812998,83.52919212,96.23387394,75.84366584,72.15049505,19.13211442,16.7593454,15.14247074,20.90218212,19.39720647,25,24.03798431,10.21918934,0,0,0,1,1,1,0
79.91312149,68.31220902,86.56490288,75.89908574,74.40798457,44.8436086,14.99033054,8.591894926,10.73358021,20.72759032,25,17.99855666,19.82817272,1,1,1,1,0,1,1
81.8631708,77.97785569,70.07394198,79.85235189,73.4004735,33.33189961,18.89643544,21.24121119,5.262149235,17.96427091,24.45367159,17.55627978,19.64483354,0,1,1,0,1,1,1
81.97947219,68.82414832,89.55584546,80.64727571,74.90238444,50,30,13.36216516,0.625354581,13.50089546,11.20179137,14.13567253,19.0615007,1,0,1,0,0,1,1
75.17246258,53.21027212,82.62966841,67.48516933,80.51912568,30.49197158,14.90939425,12.47642828,20.78046016,25,25,15.70842632,14.79495776,1,1,0,1,0,0,0
85.18811948,74.07957058,79.78866127,77.13599372,76.08658795,26.34394931,12.45520959,9.617730244,13.8961524,24.31705473,24.93014672,13.65921777,25,0,0,0,0,0,1,0
84.40818676,83.45600474,86.16031448,74.13301972,78.78981505,34.66562936,21.43641865,19.1607932,13.78432458,23.61367115,6.432342063,25,10.92420203,0,0,1,1,1,0,0
88.20992413,63.02772809,79.07440163,75.99173576,77.53588552,37.1794573,25.83184516,11.21672141,14.66527972,15.70432452,24.02766929,16.73014074,20.73298475,1,0,0,0,1,0,0
85.43507631,90.29801379,87.79721301,85.95178255,79.57316996,20.35254468,23.52241555,24.44733594,24.13348826,25,25,16.92316231,15.66895195,1,0,0,1,0,1,1
79.46256341,77.3887163,79.34220278,71.18228141,79.62876191,21.33763323,15.0001963,17.09072918,20.65935416,25,5.361388834,22.27031892,5.475535162,1,0,1,1,1,0,0
83.53810285,64.28132884,76.34612708,81.7097259,74.46292989,21.67451648,25.55895064,19.39085716,9.616197871,10.1059801,17.02185346,10.4274824,13.76888128,0,1,0,1,0,1,1
85.9999649,70.50532017,78.44735138,93.14438084,84.46116247,23.01982299,3.346608641,15.245482,10.07192277,14.31961697,15.0391526,16.93492957,11.71260437,0,1,1,0,1,0,0
99.31357902,87.23774382,83.50955258,79.43933173,74.75845464,37.15665837,12.77604393,11.68045214,16.75963347,18.20441053,13.19422468,13.44168276,23.18587748,1,1,0,1,0,0,1
93.56889693,75.62154094,80.31828875,68.47654413,84.68941363,37.78910401,11.82986665,14.66357564,15.72916242,18.02222666,20.63641053,20.2833948,25,0,0,0,0,0,1,0
74.12173254,72.80668908,83.87204583,85.19608413,75.67771734,31.59137839,22.49820866,19.19673834,17.50524306,18.39516699,16.68663114,20.324931,16.79113662,0,1,1,0,1,0,1
94.14073148,82.65401371,83.82865197,74.99012532,78.71371205,41.66846269,10.48807074,14.6094681,13.31482161,15.79531986,20.4582261,14.89081884,18.27574764,0,1,0,1,1,0,1
80.72155995,100,79.08654324,73.48221678,82.71166494,41.76852124,16.78814586,13.91092003,18.81682076,25,25,18.77055193,9.928176212,0,0,0,0,1,1,1
81.34961869,88.86330112,93.1056051,78.0168024,85.84845378,28.08633638,15.6512564,10.3345192,19.39800038,25,10.32952711,15.27848795,20.2287963,0,1,0,0,1,0,0
86.7075761,56.32933643,80.33589824,76.20595404,72.8988373,11.81987755,13.34921683,7.644431193,9.34798407,18.95656401,16.62568222,12.72015276,19.82889094,0,1,0,1,0,1,0
69.46653853,56.19834002,78.81147653,83.98390485,83.2647359,42.35089621,27.55028798,25,15.89987961,19.27330299,17.80135306,9.979582196,9.891810502,0,0,1,0,0,1,0
64.33520354,80.40061619,98.83679441,76.49824628,78.11222239,32.08505157,11.95788787,14.77896399,24.12341122,16.36621866,19.98646871,9.51245518,13.86959611,1,0,1,0,1,0,0
78.34677935,59.94870706,81.99649319,83.04770348,82.79606454,45.57300341,8.385682621,15.94696377,16.76808704,22.77080347,22.7601709,15.01883856,18.0717165,1,0,0,1,1,1,1
77.89620551,74.52498919,86.57223047,79.11476414,80.56171312,50,0,21.60615439,18.80171284,17.85833313,25,21.0187809,22.20093607,1,0,1,0,1,0,1
78.45665058,84.44779123,79.63462189,75.74797929,87.20479484,46.8726763,11.53304091,19.70718589,22.76424446,16.27719043,9.537373665,22.46334221,19.85621512,1,0,1,1,0,1,1
83.08607514,76.19551836,81.84018517,86.42953531,79.84805104,30.06349475,3.811200544,17.56087487,17.72917356,15.20156076,25,9.393811369,21.19708446,1,0,0,1,0,1,0
91.67688046,74.73148005,87.43063883,87.29181754,75.34275269,46.60147112,13.83176126,17.241543,21.70869341,19.81472529,20.33310826,21.38032852,17.75764319,0,0,0,0,0,1,0
95.08447749,71.7238605,79.82198543,83.6466995,81.79321483,29.69597934,20.33693329,16.28973011,9.402327868,8.853974236,16.000318,18.92837682,19.9274655,0,0,0,0,1,1,1
89.75345751,67.68183905,84.4039884,78.26353991,75.37672723,26.43992087,30,17.55003536,13.05666805,20.53238914,17.5541256,22.017491,23.33530628,1,1,0,1,1,0,1
90.94978035,88.60345029,88.69786718,79.43375272,78.12896956,24.28622109,5.400533886,25,18.52322578,24.91552387,16.71341753,21.94389518,20.38120185,1,0,0,0,1,1,0
86.24802854,72.32284206,85.8651457,69.68172314,78.96678181,50,7.662503277,16.70885272,16.43771389,25,17.78494854,23.74031925,18.24969766,1,0,0,1,0,0,1
71.68478046,90.41000105,83.39794442,87.85555511,79.6461555,36.08058552,18.40956936,19.39142622,10.99340614,25,11.41956238,23.49406976,13.48985865,0,1,1,0,0,1,1
78.43673678,74.12510973,76.04041956,81.81925157,75.71967615,28.43635741,17.0684363,6.770952663,5.405242572,4.736055314,10.53011629,25,16.58635083,1,1,0,1,1,0,0
98.99075766,71.76988743,79.40583056,77.37335912,82.97732204,50,19.16399978,19.0298085,16.40509317,14.88989893,10.66684521,11.85519017,19.34166221,0,1,0,1,1,0,1
78.10571538,69.95863239,88.25413653,72.66627664,81.92113314,50,30,16.05041738,16.43015797,22.80893537,19.18839569,10.34161591,20.0159502,0,1,0,1,0,0,1
82.66749315,88.74657264,84.68672383,76.58061043,76.22768761,21.10918416,11.74955203,15.23703721,17.87918656,14.15852283,21.10810868,25,4.772800702,0,1,0,0,0,1,0
79.44617585,85.16694187,72.32781591,70.16376947,73.95244852,29.71599779,30,20.36833399,8.129663164,22.62086792,25,25,20.72859448,1,0,1,1,1,0,1
86.22150755,77.71969138,79.01514484,73.16596496,86.60721984,24.11241647,22.57725595,9.351134253,9.844662017,25,18.15420619,13.99548784,18.01600436,0,0,1,1,0,1,0
80.5759642,74.17262675,87.0802084,74.11259222,82.3391527,45.84026184,11.17219828,21.40113821,18.02365732,25,25,8.427648543,21.04939727,0,1,1,0,0,0,1
91.23090262,63.81362595,85.94629451,77.44158041,89.19908914,35.3054871,20.50150051,17.27367609,23.80520683,25,19.77841469,21.36355817,22.47688365,0,1,0,1,1,1,1
70.18821047,75.63566455,91.50837602,70.57025999,74.40978519,30.59972556,7.578790265,10.60309335,22.48798405,9.542254695,23.51481399,17.21053624,20.97459478,0,1,0,0,1,1,0
78.19994526,63.3144298,70.68077414,68.13957131,71.23940223,28.86167423,25.11080954,25,17.19656514,22.42615135,25,23.41792637,15.93493349,0,0,1,1,1,1,1
63.67397409,68.2049748,73.27142388,80.69620043,82.82926493,46.0680801,20.79849396,18.45578929,10.94247158,4.444901135,0,18.27330975,15.05687671,0,1,0,1,0,1,1
94.76329223,63.06434013,91.02286808,76.12866985,74.00872073,20.10650981,5.727171135,7.430013154,14.82630419,11.77882923,25,21.22124973,13.28338575,1,0,1,1,1,1,0
94.82536939,67.08867488,78.67398495,66.32411904,83.53123044,31.57437896,15.21078284,17.40089125,20.0178016,19.41463572,24.77695765,21.39371599,17.59278765,0,1,0,1,0,1,0
95.09882799,65.24006836,88.57966028,80.40297053,76.15849101,46.87086302,23.64323699,20.48049673,19.45034421,25,14.17926426,21.29950756,23.48167521,1,1,1,1,0,0,1
82.41317608,90.3585456,86.59150143,70.10092629,76.54704413,26.92224197,20.74492901,18.39120194,20.86306311,14.55205576,17.33655077,15.02701241,16.22182529,0,0,1,0,0,0,0
86.26438421,66.03139504,90.85984584,81.22127454,80.03678589,41.369408,1.913610374,15.45322686,15.39510314,25,12.08180748,14.76539937,12.12097516,0,0,1,1,0,0,0
99.28090914,98.14257694,81.0114976,82.99116375,81.41554243,21.834378,19.39995532,15.12234646,13.15484329,7.9734847,21.41263927,18.54154617,19.17235582,0,1,1,1,1,1,1
74.00545688,100,97.73180638,67.56722711,81.9674218,17.12894052,12.46723832,12.17016858,8.19338441,19.85875684,20.51234918,25,24.29921797,0,1,1,0,0,1,0
98.86369849,68.04902638,86.49650877,77.70230739,73.87452992,50,9.559155831,13.647166,15.42637361,12.7385174,13.90682392,10.75421018,20.50536648,0,1,1,0,1,1,1
74.52309762,80.77976446,85.40857535,75.59090251,83.79160323,27.05430666,13.96551532,15.50985648,12.45340187,25,0.650591756,15.15872181,8.430293193,1,1,1,1,0,0,0
85.10144045,82.28024393,81.48166602,73.9223534,74.45681967,29.65181654,20.43572427,25,18.43107917,17.66654998,14.46636755,14.54966817,13.51344684,0,0,1,1,0,1,0
90.73818636,86.33443972,83.26879357,78.71050671,76.20035195,29.2761144,19.30264945,14.60881664,10.36755192,20.8387614,23.65856257,19.56177096,20.297727,1,0,0,0,0,0,0
87.98443362,60.51322575,74.47975792,87.66059453,79.61154383,31.37406675,12.62541311,12.12697427,19.95932365,12.15852649,25,16.82928889,25,0,0,1,0,0,0,0
88.21948014,84.68151631,87.59901977,75.87178704,79.95827922,47.00044267,17.63664679,15.59690123,9.775043605,14.09744741,17.20274366,20.04796842,16.81605849,1,0,0,1,1,1,1
80.08608498,76.62490406,87.33026806,89.09008826,75.64498346,36.65644223,21.74016218,3.16867288,21.74434051,13.65390045,16.25956225,22.61226637,16.93526056,1,1,1,0,1,0,1
82.76277123,88.36648731,86.50629981,79.85703227,75.69533341,50,26.54114228,15.34317332,16.52324778,21.5754854,25,25,14.88131624,1,0,1,1,0,0,1
91.70272075,81.0586877,89.89280503,75.77826406,75.8307482,49.37369827,17.58798262,8.493878654,10.40346015,25,25,20.20275407,25,1,1,1,0,1,1,1
86.71964825,81.67298162,84.05024838,80.0055602,84.61715895,32.88449909,0,25,11.7331277,23.92093952,2.38293859,18.26414452,21.40721168,1,0,1,0,0,0,0
80.96918994,79.35737081,86.55883685,72.31542268,81.71828197,19.8050368,17.24766298,15.79208793,18.39019174,14.5515614,13.77912784,11.58462205,15.9205761,1,0,0,1,1,1,0
88.7354261,63.19808571,88.0848137,75.9019132,81.4351109,29.29805994,21.24153879,21.54759664,20.37738395,22.23000711,20.40363267,14.8047248,19.52278235,1,0,1,0,1,1,1
84.71285019,71.41706813,92.89649165,77.29648945,84.88671777,30.19411727,11.05274571,21.16828248,13.28888077,25,21.14090879,10.60224365,23.79951295,1,1,0,1,1,1,0
76.27539733,43.82439499,96.25776557,76.71795393,85.69821989,23.93038497,13.96339663,13.65265729,11.16267817,15.62391411,20.28788732,11.67295173,16.84513751,0,1,0,1,0,0,0
84.83710042,88.47665593,80.44827821,82.23871761,81.13681868,21.91121481,16.06368978,13.48517124,14.57638587,25,16.07394785,25,18.58361438,0,0,0,1,0,0,0
79.44238469,66.58215051,81.63455258,80.29978108,78.2878186,46.63492419,25.8726473,15.94188773,14.50666453,19.26729466,23.57606218,11.69644828,14.84232829,0,0,0,1,0,0,0
86.11432308,87.59577303,88.65805917,79.77485751,76.09203995,22.52184006,25.69075847,16.73789762,12.05433021,19.03427333,25,23.78050847,25,1,0,0,1,0,1,1
90.17410629,78.69143484,85.01314518,88.36472605,86.68081205,43.39641033,19.25083763,14.58043347,17.38819794,15.09946288,18.45132882,19.3048847,19.49990068,1,0,0,0,1,1,1
85.0578568,70.08372186,75.27417973,75.17850541,76.08191511,50,25.18401595,16.09561286,19.65457269,22.56985527,19.82000424,20.37084981,22.85929526,1,1,0,1,1,1,1
76.89429433,77.16860611,88.63586023,84.51611352,85.92218984,40.48241471,15.9047327,17.06976157,17.19702302,25,23.57508579,21.06917657,17.97311952,0,0,1,1,0,1,0
69.96259114,69.90526707,98.21157459,79.49556857,86.37670163,49.64495174,28.20635113,17.46290605,10.41419348,22.70460015,25,20.07889645,23.24065324,0,0,0,1,1,0,0
83.65410922,59.10978215,86.77769069,75.62081888,82.6498344,32.32257395,14.36526826,21.05715119,20.79336944,18.12068402,16.76321858,20.48215466,13.83061091,1,1,0,1,1,0,0
76.4272994,100,94.45130094,84.1729407,74.18634137,32.47058613,9.752604172,16.81198809,18.27654625,21.28039077,16.40078809,21.38883797,15.16542076,1,1,0,0,0,0,0
71.47419789,72.18460402,94.02701891,68.60084576,76.22650706,27.98734897,16.74829991,15.94868204,15.88853272,25,14.73501562,24.54057435,19.91261894,1,0,0,0,1,0,0
76.68877027,75.17360725,77.88498628,89.84634039,76.00315186,42.24175617,7.283221197,17.98300181,7.700945477,18.46755555,20.92126865,20.1914309,18.1077178,1,0,1,0,0,0,1
91.93802552,69.54200421,81.43457591,68.92327857,82.72481795,43.32132961,28.31119019,21.69436203,11.30025453,21.00824561,12.0716286,9.022572181,17.07509899,0,1,1,1,0,0,1
77.26746037,69.46355942,89.23955953,71.18461327,79.71608563,34.37799196,30,17.97285033,13.56792596,9.980966298,19.33279479,25,7.209561428,1,0,0,1,0,1,1
79.17868302,62.35829926,75.06730558,70.62246652,81.69623619,30.87619291,12.87376751,12.8027844,22.87550086,17.27934354,25,12.42528799,24.24609211,0,0,1,1,0,0,0
90.18519745,65.92795425,78.12247652,74.30033375,76.43127712,44.84758689,30,14.02704653,12.12736738,18.52861001,18.77112719,21.85094686,21.59738122,1,0,0,0,1,1,1
88.30112973,80.73760738,75.87403354,76.78228897,80.9174603,42.81629683,16.78980584,17.87902927,12.33415342,12.25717339,13.73772395,20.97343021,16.19558821,1,1,0,1,0,0,1
84.85151183,82.40808603,85.13084967,70.34155333,82.49174563,44.0640389,0.494876465,17.586683,17.72545017,24.93494148,8.740693565,3.361195988,18.11071363,0,1,0,0,1,0,0
74.46384922,69.89746354,83.92669762,80.80715972,79.12056021,39.56712346,24.18532018,17.52513851,8.822968256,14.66650423,25,18.18404707,14.93948483,1,0,1,1,0,0,1
73.65192955,72.59655365,84.26107575,89.34298396,76.64264036,31.66393534,25.45675281,23.10121136,15.65829161,15.37753467,18.20245181,22.73949051,22.78945434,1,0,0,1,0,1,1
75.52344459,72.03794276,79.28873315,76.66602373,78.18851044,31.89997928,19.44518155,13.53507572,10.16352917,11.35929729,16.6300756,14.65587698,16.05061601,0,0,1,0,0,1,0
95.12838159,90.84778626,89.00699909,75.88002564,89.09012767,46.8513394,7.023285235,13.38485103,14.80941726,8.645712033,25,9.830417109,18.84573217,0,1,0,1,0,1,1
81.2641224,60.05628892,76.30375383,77.04751958,74.52658462,17.79734456,11.63051957,11.99814909,10.2509212,16.90688542,16.40354945,16.93132974,18.16478833,1,1,1,0,1,1,0
77.07814679,79.13943464,82.11964423,80.15119705,86.54956661,26.48668922,21.72250409,12.78326666,19.59260631,19.79435229,14.78725878,25,10.71197979,1,0,0,0,0,1,0
84.67127567,79.38560399,78.5841259,85.14020579,74.40112961,31.31360963,14.94270491,9.896519036,10.39446967,14.04625298,25,14.59738416,15.1631332,1,1,0,1,0,1,0
86.4779998,73.97365164,76.56128476,73.09703107,83.99481915,41.25874012,8.689459058,14.69224834,13.26317262,25,14.2403862,11.86841352,17.01444064,1,0,1,1,0,0,1
94.98699877,80.97409445,70.27774909,76.63237154,77.45121056,26.75442721,16.558109,15.29396394,18.67265123,21.24983205,15.84832145,19.42010553,13.32290562,1,0,1,0,1,1,0
71.20348539,68.91985897,83.13895742,88.73779214,83.19499271,23.13829697,26.14403309,18.3240322,18.45080492,22.45112849,7.239538488,21.40382214,24.96189291,0,0,1,0,0,0,0
76.80750867,77.49250008,91.23735338,75.97495907,80.88272283,50,9.578237438,15.03988135,16.31060632,12.40693858,11.93723044,22.90056543,20.13995295,1,1,1,1,0,1,1
